var,type,low,high,err
z,flt,6.250000000000000000000000000000e-02,1.249999999999999861222121921855e-01,4.454769886308440618449822068214e-15
z,flt,-1.249999999999999861222121921855e-01,-6.250000000000000000000000000000e-02,4.454769886308440618449822068214e-15
z,flt,1.250000000000000000000000000000e-01,2.499999999999999722444243843711e-01,4.468647674116255075205117464066e-15
z,flt,-2.499999999999999722444243843711e-01,-1.250000000000000000000000000000e-01,4.468647674116255075205117464066e-15
z,flt,2.500000000000000000000000000000e-01,4.999999999999999444888487687422e-01,4.496403249731883988715708255768e-15
z,flt,-4.999999999999999444888487687422e-01,-2.500000000000000000000000000000e-01,4.496403249731883988715708255768e-15
z,flt,5.000000000000000000000000000000e-01,9.999999999999998889776975374843e-01,4.551914400963141815736889839172e-15
z,flt,-9.999999999999998889776975374843e-01,-5.000000000000000000000000000000e-01,4.551914400963141815736889839172e-15
z,flt,1.000000000000000000000000000000e+00,1.999999999999999777955395074969e+00,4.662936703425657469779253005981e-15
z,flt,-1.999999999999999777955395074969e+00,-1.000000000000000000000000000000e+00,4.662936703425657469779253005981e-15
z,flt,2.000000000000000000000000000000e+00,3.999999999999999555910790149937e+00,4.884981308350688777863979339600e-15
z,flt,-3.999999999999999555910790149937e+00,-2.000000000000000000000000000000e+00,4.884981308350688777863979339600e-15
z,flt,4.000000000000000000000000000000e+00,7.999999999999999111821580299875e+00,5.329070518200751394033432006836e-15
z,flt,-7.999999999999999111821580299875e+00,-4.000000000000000000000000000000e+00,5.329070518200751394033432006836e-15
z,flt,8.000000000000000000000000000000e+00,1.599999999999999822364316059975e+01,6.217248937900876626372337341309e-15
z,flt,-1.599999999999999822364316059975e+01,-8.000000000000000000000000000000e+00,6.217248937900876626372337341309e-15
z,flt,1.600000000000000000000000000000e+01,2.339999999999999502620084967930e+01,7.993605777301127091050148010254e-15
z,flt,-3.199999999999999644728632119950e+01,-1.600000000000000000000000000000e+01,7.993605777301127091050148010254e-15
z,flt,-3.600000000000000710542735760100e+01,-3.200000000000000000000000000000e+01,1.154631945610162802040576934814e-14
z,flt,2.339999999999999857891452847980e+01,2.339999999999999857891452847980e+01,                 inf

